Date,Address,Postcode,Price,Type,Ownership,NewBuild
2013-03-25,"74 Tanners Street, Ramsbottom",BL0 9ES,87500,Terraced,"Leasehold",No
2013-03-20,"11 Regent Street, Ramsbottom",BL0 9PF,125000,Terraced,"Leasehold",No
2013-03-15,"3 Rochdale Road, Edenfield",BL0 0JT,75000,Semi-detached,"Freehold",No
2013-03-11,"9 Rochdale Road, Edenfield",BL0 0JT,162500,Semi-detached,"Freehold",No
2013-03-08,"264 Bolton Road North, Ramsbottom",BL0 0NG,100000,Terraced,"Freehold",No
2013-03-08,"2 Astley Hall Drive, Ramsbottom",BL0 9DF,150000,Detached,"Freehold",No
2013-03-08,"10 Brooklands Road, Ramsbottom",BL0 9SW,327500,Detached,"Freehold",No
2013-03-07,"8 Fern Street, Ramsbottom",BL0 0BA,140000,Terraced,"Leasehold",No
2013-03-06,"56 Stanley Street, Ramsbottom",BL0 9JG,82500,Terraced,"Leasehold",No
2013-03-05,"8 Haworth Avenue, Ramsbottom",BL0 9UX,145000,Semi-detached,"Leasehold",No
2013-03-01,"148 Nuttall Lane, Ramsbottom",BL0 9LE,143500,Semi-detached,"Leasehold",No
2013-03-01,"66 Bury Road, Edenfield",BL0 0ET,175000,Terraced,"Leasehold",No
2013-03-01,"109 Victoria Street, Ramsbottom",BL0 9EB,109000,Terraced,"Freehold",No
2013-02-22,"19 Woodlands Road, Edenfield",BL0 0LP,85000,Semi-detached,"Freehold",No
2013-02-18,"7 Robert Street, Stubbins",BL0 0NQ,120000,Terraced,"Freehold",No
2013-02-18,"107 Dundee Lane, Ramsbottom",BL0 9HG,95000,Terraced,"Leasehold",No
2013-02-15,"1 Chiltern Road, Ramsbottom",BL0 9LF,140000,Semi-detached,"Leasehold",No
2013-02-13,"2 Gainsborough Road, Ramsbottom",BL0 9XA,152000,Semi-detached,"Leasehold",No
2013-02-11,"33 Palmerston Close, Ramsbottom",BL0 9YN,278000,Detached,"Leasehold",No
2013-02-08,"13 Southfield Road, Ramsbottom",BL0 9ST,142500,Semi-detached,"Leasehold",No
2013-02-05,"134 Bolton Road West, Ramsbottom",BL0 9PD,111000,Terraced,"Leasehold",No
2013-02-04,"78 Whalley Road, Ramsbottom",BL0 0DE,237000,Detached,"Leasehold",No
2013-02-01,"22 Trinity Green, Ramsbottom",BL0 9XH,95000,Terraced,"Freehold",No
2013-01-31,"65 Eden Avenue, Edenfield",BL0 0LD,130000,Semi-detached,"Freehold",No
2013-01-28,"21 Hillside Road, Ramsbottom",BL0 9NJ,75000,Terraced,"Freehold",No
2013-01-22,"21 Mosley Avenue, Ramsbottom",BL0 9UH,279950,Detached,"Leasehold",No
2013-01-21,"76 Tanners Street, Ramsbottom",BL0 9ES,92000,Terraced,"Freehold",No
2013-01-14,"3 Coulthurst Street, Ramsbottom",BL0 9ET,137500,Terraced,"Freehold",No
2013-01-11,"39 Bolton Road North, Edenfield",BL0 0HB,125000,Terraced,"Leasehold",No
2013-01-03,"31 Lancaster Avenue, Ramsbottom",BL0 9QA,115000,Semi-detached,"Freehold",No
2012-12-21,"38 Nuttall Lane, Ramsbottom",BL0 9JP,104000,Terraced,"Leasehold",No
2012-12-20,"Flat 1, The Conservative Club, 82 Market Street, Edenfield",BL0 0JL,125000,Flat,"Leasehold",No
2012-12-20,"14 Silvermere Close, Ramsbottom",BL0 9WH,137500,Terraced,"Leasehold",No
2012-12-19,"14 Baytree Grove, Ramsbottom",BL0 9UF,137000,Semi-detached,"Leasehold",No
2012-12-18,"12 Heatherside Road, Ramsbottom",BL0 9BX,180000,Semi-detached,"Freehold",No
2012-12-18,"20 Rostron Road, Ramsbottom",BL0 9EE,118250,Terraced,"Leasehold",No
2012-12-17,"36 Lansdowne Close, Ramsbottom",BL0 9WE,230000,Semi-detached,"Leasehold",No
2012-12-17,"1 Lumb Cottages, Ramsbottom",BL0 0QS,180000,Terraced,"Freehold",No
2012-12-14,"97 Callender Street, Ramsbottom",BL0 9DU,146500,Terraced,"Leasehold",No
2012-12-12,"2 Spring Bank, Edenfield",BL0 0GF,171000,Terraced,"Leasehold",No
2012-12-11,"6 St Andrews Close, Ramsbottom",BL0 9LA,86500,Terraced,"Freehold",No
2012-12-10,"28 Whalley Road, Ramsbottom",BL0 0DE,142950,Terraced,"Leasehold",No
2012-12-07,"31 Rochdale Road, Edenfield",BL0 0JT,205000,Semi-detached,"Leasehold",No
2012-12-07,"56 Kendal Road West, Ramsbottom",BL0 9SY,170000,Semi-detached,"Leasehold",No
2012-12-07,"32 Avondale Drive, Ramsbottom",BL0 9SJ,230000,Detached,"Leasehold",No
2012-12-06,"51 Garnett Street, Ramsbottom",BL0 9JN,94700,Terraced,"Leasehold",No
2012-12-04,"5 Boundary Edge, Edenfield",BL0 0GX,499999,Detached,"Freehold",No
2012-11-30,"1 Acre Close, Edenfield",BL0 0JY,199000,Detached,"Freehold",No
2012-11-30,"3 St Edmund Hall Close, Ramsbottom",BL0 9DE,194950,Detached,"Freehold",No
2012-11-30,"87 Victoria Street, Ramsbottom",BL0 9EB,82250,Terraced,"Leasehold",No
2012-11-30,"14 Vale Coppice, Ramsbottom",BL0 9FJ,280000,Detached,"Freehold",No
2012-11-29,"107 Summerseat Lane, Ramsbottom",BL0 9TR,300000,Detached,"Leasehold",No
2012-11-29,"113 Summerseat Lane, Ramsbottom",BL0 9TR,375000,Detached,"Leasehold",No
2012-11-26,"10 Kinross Close, Ramsbottom",BL0 9WD,295000,Detached,"Leasehold",No
2012-11-23,"2 Burnside, Edenfield",BL0 0LW,260000,Detached,"Leasehold",No
2012-11-16,"158 Nuttall Lane, Ramsbottom",BL0 9LE,163000,Semi-detached,"Leasehold",No
2012-11-15,"42 Market Place, Ramsbottom",BL0 9HT,160000,Flat,"Leasehold",No
2012-11-12,"12 Silvermere Close, Ramsbottom",BL0 9WH,220000,Detached,"Leasehold",No
2012-11-09,"13 Stretton Road, Ramsbottom",BL0 9SX,185000,Semi-detached,"Leasehold",No
2012-11-09,"3 Palmerston Close, Ramsbottom",BL0 9YN,250000,Detached,"Leasehold",No
2012-11-07,"3 Burnside, Edenfield",BL0 0LW,205000,Detached,"Leasehold",No
2012-11-02,"82 Peel Brow, Ramsbottom",BL0 0AU,122500,Terraced,"Leasehold",No
2012-10-31,"10 Ada Street, Ramsbottom",BL0 9PH,114000,Terraced,"Leasehold",No
2012-10-29,"3 Haigh Hall Close, Ramsbottom",BL0 9QH,290000,Detached,"Leasehold",No
2012-10-26,"6 St Johns Court, Ramsbottom",BL0 9BB,168000,Flat,"Leasehold",No
2012-10-26,"61 Ramsbottom Lane, Ramsbottom",BL0 9BU,240000,Terraced,"Leasehold",No
2012-10-26,"30 Tanners Street, Ramsbottom",BL0 9ES,134000,Terraced,"Leasehold",No
2012-10-19,"8 Heatherside Road, Ramsbottom",BL0 9BX,190000,Semi-detached,"Leasehold",No
2012-10-19,"28 Springwater Avenue, Ramsbottom",BL0 9RH,197500,Detached,"Leasehold",No
2012-10-19,"1 Mansfield Avenue, Ramsbottom",BL0 9US,132500,Semi-detached,"Freehold",No
2012-10-19,"21 Tagg Wood View, Ramsbottom",BL0 9XP,268000,Detached,"Freehold",No
2012-10-19,"16 New Century Apartments, 55 Stubbins Lane, Ramsbottom",BL0 0PP,113500,Flat,"Leasehold",No
2012-10-19,"115 Chatterton Road, Stubbins",BL0 0PQ,133000,Terraced,"Freehold",No
2012-10-19,"6 Eliza Street, Ramsbottom",BL0 0AT,113200,Terraced,"Freehold",No
2012-10-16,"5 Stanley Street, Ramsbottom",BL0 9JG,104450,Terraced,"Leasehold",No
2012-10-15,"17 Fir Street, Ramsbottom",BL0 0BJ,126200,Terraced,"Leasehold",No
2012-10-12,"13D Crow Lane, Ramsbottom",BL0 9BR,168000,Terraced,"Leasehold",No
2012-10-12,"43 Heatherside Road, Ramsbottom",BL0 9BX,200000,Detached,"Leasehold",No
2012-10-12,"7 Grants Lane, Ramsbottom",BL0 9DB,125000,Terraced,"Leasehold",No
2012-10-12,"27 Stanford Hall Crescent, Ramsbottom",BL0 9FD,193000,Semi-detached,"Leasehold",No
2012-10-12,"108 Bolton Road West, Ramsbottom",BL0 9PD,118000,Terraced,"Leasehold",No
2012-10-12,"64 Thelma Street, Ramsbottom",BL0 9JL,123250,Terraced,"Leasehold",No
2012-10-12,"14 Garnett Street, Ramsbottom",BL0 9JW,120000,Terraced,"Leasehold",No
2012-10-11,"8 Harcles Drive, Ramsbottom",BL0 9UE,129000,Semi-detached,"Leasehold",No
2012-10-08,"16 Major Street, Ramsbottom",BL0 9JH,127000,Terraced,"Leasehold",No
2012-10-08,"58 Thelma Street, Ramsbottom",BL0 9JL,97000,Terraced,"Leasehold",No
2012-10-05,"44 Rostron Road, Ramsbottom",BL0 9EE,85000,Terraced,"Leasehold",No
2012-10-05,"33 Heapworth Avenue, Ramsbottom",BL0 9EH,165000,Detached,"Leasehold",No
2012-10-05,"453 Bolton Road West, Ramsbottom",BL0 9RN,85000,Semi-detached,"Leasehold",No
2012-09-28,"42 Southfield Road, Ramsbottom",BL0 9ST,190000,Detached,"Leasehold",No
2012-09-25,"310 Bolton Road West, Ramsbottom",BL0 9QF,175000,Terraced,"Leasehold",No
2012-09-24,"2 Royal Gardens, Ramsbottom",BL0 9SB,450000,Detached,"Freehold",No
2012-09-24,"27 Grants Lane, Ramsbottom",BL0 9DB,138000,Semi-detached,"Leasehold",No
2012-09-18,"23 Chiltern Road, Ramsbottom",BL0 9LF,103000,Semi-detached,"Leasehold",No
2012-09-17,"58 Albert Street, Ramsbottom",BL0 9EL,125000,Terraced,"Leasehold",No
2012-09-14,"1 Mosley Avenue, Ramsbottom",BL0 9UH,249999,Detached,"Leasehold",No
2012-09-07,"15 Shilton Street, Ramsbottom",BL0 9NG,138000,Terraced,"Leasehold",No
2012-09-06,"11 Heapworth Avenue, Ramsbottom",BL0 9EH,155000,Semi-detached,"Leasehold",No
2012-09-05,"31 Dearden Fold, Edenfield",BL0 0LH,202500,Detached,"Leasehold",No
2012-09-05,"83 Kay Brow, Ramsbottom",BL0 9AY,118500,Flat,"Leasehold",No
2012-09-05,"105 Kay Brow, Ramsbottom",BL0 9AY,120000,Flat,"Leasehold",No
2012-09-03,"4 Bowker Street, Ramsbottom",BL0 0QQ,124999,Terraced,"Freehold",No
2012-08-31,"234 Bolton Road West, Ramsbottom",BL0 9PX,95000,Terraced,"Leasehold",No
2012-08-28,"124 Bolton Road West, Ramsbottom",BL0 9PD,124000,Terraced,"Leasehold",No
2012-08-28,"23 Lansdowne Close, Ramsbottom",BL0 9WE,250000,Detached,"Leasehold",No
2012-08-28,"3 Bank Street, Ramsbottom",BL0 0EA,72500,Terraced,"Leasehold",No
2012-08-22,"43 Gincroft Lane, Edenfield",BL0 0JW,160000,Semi-detached,"Leasehold",No
2012-08-17,"66 Dundee Lane, Ramsbottom",BL0 9HL,138000,Terraced,"Leasehold",No
2012-08-17,"246 Whalley Road, Ramsbottom",BL0 0EF,131000,Terraced,"Freehold",No
2012-08-15,"60 Stanley Street, Ramsbottom",BL0 9JG,100000,Terraced,"Freehold",No
2012-08-13,"68 Dundee Lane, Ramsbottom",BL0 9HL,145000,Terraced,"Leasehold",No
2012-08-10,"36 Dundee Lane, Ramsbottom",BL0 9HL,122500,Terraced,"Freehold",No
2012-08-03,"16A Highfield Road, Edenfield",BL0 0LB,120000,Terraced,"Freehold",No
2012-08-03,"186 Whittingham Drive, Ramsbottom",BL0 9NY,223000,Detached,"Leasehold",No
2012-08-03,"7 Harrison Street, Ramsbottom",BL0 0AH,79995,Terraced,"Leasehold",No
2012-08-03,"9 Derby Street, Ramsbottom",BL0 0AQ,124950,Terraced,"Leasehold",No
2012-08-03,"76 Bury New Road, Ramsbottom",BL0 0BY,180000,Semi-detached,"Freehold",No
2012-08-03,"43 Astley Hall Drive, Ramsbottom",BL0 9DF,172500,Detached,"Freehold",No
2012-07-31,"35 Falstone Avenue, Ramsbottom",BL0 9LX,238000,Detached,"Freehold",No
2012-07-30,"11 Earl Road, Ramsbottom",BL0 9EF,127500,Terraced,"Leasehold",No
2012-07-27,"31 Heatherside Road, Ramsbottom",BL0 9BX,160000,Detached,"Leasehold",No
2012-07-27,"5 Raylees, Ramsbottom",BL0 9HW,242000,Detached,"Freehold",No
2012-07-27,"50 Thelma Street, Ramsbottom",BL0 9JL,92000,Terraced,"Leasehold",No
2012-07-27,"88 Bolton Road North, Edenfield",BL0 0LT,215000,Terraced,"Freehold",No
2012-07-27,"262 Bolton Road North, Ramsbottom",BL0 0NG,88000,Terraced,"Freehold",No
2012-07-26,"5 Helmsdale Close, Ramsbottom",BL0 9YR,169950,Semi-detached,"Leasehold",No
2012-07-24,"23 Heapworth Avenue, Ramsbottom",BL0 9EH,138000,Semi-detached,"Leasehold",No
2012-07-20,"38 Albert Street, Ramsbottom",BL0 9EL,132500,Terraced,"Leasehold",No
2012-07-20,"3 Highfield Road, Edenfield",BL0 0LB,184000,Semi-detached,"Leasehold",No
2012-07-20,"11 Lumb Carr Avenue, Ramsbottom",BL0 9QG,130000,Detached,"Leasehold",No
2012-07-20,"87 Summerseat Lane, Ramsbottom",BL0 9RQ,315000,Detached,"Leasehold",No
2012-07-16,"33 Holcombe Lee, Ramsbottom",BL0 9QR,125000,Semi-detached,"Leasehold",No
2012-07-16,"2 Sunnymede Vale, Ramsbottom",BL0 9RR,249950,Detached,"Leasehold",No
2012-07-16,"6 Woodhead Close, Ramsbottom",BL0 9YX,270000,Detached,"Freehold",No
2012-07-13,"Flat 1, The Conservative Club, 82 Market Street, Edenfield",BL0 0JL,80000,Flat,"Leasehold",Yes
2012-07-13,"Flat 3, The Conservative Club, 82 Market Street, Edenfield",BL0 0JL,80000,Flat,"Leasehold",Yes
2012-07-10,"3 Havenbrook Grove, Ramsbottom",BL0 9UA,270000,Detached,"Leasehold",No
2012-07-06,"43 Highfield Road, Edenfield",BL0 0LF,136000,Semi-detached,"Freehold",No
2012-07-04,"8 Trinity Green, Ramsbottom",BL0 9XH,95000,Semi-detached,"Freehold",No
2012-07-03,"2 Helmsdale Close, Ramsbottom",BL0 9YR,157000,Semi-detached,"Leasehold",No
2012-06-29,"13 Croftacres, Ramsbottom",BL0 0LX,229000,Detached,"Leasehold",No
2012-06-29,"3 Lodge View, Ramsbottom",BL0 0SY,220000,Terraced,"Leasehold",No
2012-06-28,"76 Fir Street, Ramsbottom",BL0 0BG,75000,Semi-detached,"Freehold",No
2012-06-27,"46 Ripon Hall Avenue, Ramsbottom",BL0 9RE,320000,Detached,"Freehold",No
2012-06-27,"11 Coulthurst Street, Ramsbottom",BL0 9ET,124950,Terraced,"Leasehold",No
2012-06-20,"13 Alfred Street, Ramsbottom",BL0 9NZ,45000,Terraced,"Leasehold",No
2012-06-15,"36 Eden Avenue, Edenfield",BL0 0LD,115500,Terraced,"Freehold",No
2012-06-08,"(Cottage Corner), Carr Bank, Ramsbottom",BL0 9DQ,200000,Detached,"Freehold",No
2012-06-08,"306 Bolton Road West, Ramsbottom",BL0 9QF,216000,Terraced,"Leasehold",No
2012-06-08,"6 Haworth Avenue, Ramsbottom",BL0 9UX,179995,Semi-detached,"Leasehold",No
2012-06-08,"19 Lansdowne Close, Ramsbottom",BL0 9WE,235000,Detached,"Leasehold",No
2012-06-08,"22 Fernview Drive, Ramsbottom",BL0 9XB,147500,Semi-detached,"Leasehold",No
2012-06-07,"40 Marlborough Close, Ramsbottom",BL0 9YU,270000,Detached,"Leasehold",No
2012-06-01,"27 Windermere Drive, Ramsbottom",BL0 9YB,184950,Semi-detached,"Leasehold",No
2012-06-01,"Buckden Barn, Stubbins Vale Road, Stubbins",BL0 0NU,392000,Detached,"Freehold",No
2012-06-01,"5 Chapel Terrace, Ramsbottom",BL0 0QW,170000,Terraced,"Freehold",No
2012-06-01,"15 Spring Close, Ramsbottom",BL0 9SQ,125000,Semi-detached,"Leasehold",No
2012-06-01,"7 Heatherside Road, Ramsbottom",BL0 9BX,380000,Detached,"Freehold",No
2012-05-31,"205 Rochdale Road, Edenfield",BL0 0RG,102500,Terraced,"Leasehold",No
2012-05-29,"5 Chester Drive, Ramsbottom",BL0 9PZ,114995,Semi-detached,"Freehold",No
2012-05-25,"171 Bolton Road West, Ramsbottom",BL0 9PJ,230000,Terraced,"Freehold",No
2012-05-25,"1A Dearden Fold, Edenfield",BL0 0LH,265000,Detached,"Leasehold",No
2012-05-25,"46 Albert Street, Ramsbottom",BL0 9EL,100000,Terraced,"Leasehold",No
2012-05-22,"9 Baytree Grove, Ramsbottom",BL0 9UF,150000,Semi-detached,"Leasehold",No
2012-05-18,"114 Albert Street, Ramsbottom",BL0 9EA,116000,Terraced,"Leasehold",No
2012-05-16,"11 Douglas Street, Ramsbottom",BL0 9HB,160000,Terraced,"Freehold",No
2012-05-11,"35 Fernview Drive, Ramsbottom",BL0 9XB,195000,Detached,"Leasehold",No
2012-05-04,"2 St Andrews Close, Ramsbottom",BL0 9LA,123000,Semi-detached,"Freehold",No
2012-05-04,"392 Whalley Road, Ramsbottom",BL0 0EG,150000,Terraced,"Leasehold",No
2012-05-04,"8 Oaklands Road, Edenfield",BL0 0LR,76000,Semi-detached,"Freehold",No
2012-05-04,"22 Annie Street, Ramsbottom",BL0 9PP,120000,Terraced,"Freehold",No
2012-05-02,"24 North Street, Stubbins",BL0 0PB,190000,Terraced,"Freehold",No
2012-04-30,"97 Callender Street, Ramsbottom",BL0 9DU,80000,Terraced,"Leasehold",No
2012-04-27,"16 Garnett Street, Ramsbottom",BL0 9JW,120000,Terraced,"Leasehold",No
2012-04-27,"190 Whalley Road, Ramsbottom",BL0 0DN,123000,Terraced,"Leasehold",No
2012-04-26,"6 Astley Hall Drive, Ramsbottom",BL0 9DF,175000,Detached,"Freehold",No
2012-04-26,"6 Ripon Hall Avenue, Ramsbottom",BL0 9RE,340000,Detached,"Freehold",No
2012-04-25,"12 Meadow Park, Ramsbottom",BL0 0QB,365950,Detached,"Freehold",No
2012-04-23,"20 Cleveland Close, Ramsbottom",BL0 9FH,199950,Detached,"Leasehold",No
2012-04-20,"22 Manchester Road, Ramsbottom",BL0 0DH,112000,Terraced,"Leasehold",No
2012-04-12,"20 Heapworth Avenue, Ramsbottom",BL0 9EH,154200,Semi-detached,"Leasehold",No
2012-04-05,"34 Tanners Street, Ramsbottom",BL0 9ES,109000,Terraced,"Leasehold",No
2012-03-30,"7 Durham Drive, Ramsbottom",BL0 9QB,110500,Semi-detached,"Freehold",No
2012-03-30,"30 Oak Avenue, Ramsbottom",BL0 9UY,160000,Semi-detached,"Leasehold",No
2012-03-28,"16 Lumb Carr Avenue, Ramsbottom",BL0 9QG,197000,Detached,"Leasehold",No
2012-03-28,"11 Meadow Park, Ramsbottom",BL0 0QB,361000,Detached,"Freehold",No
2012-03-23,"101 Longsight Road, Ramsbottom",BL0 9TA,127000,Semi-detached,"Leasehold",No
2012-03-23,"14 Marlborough Close, Ramsbottom",BL0 9YU,182500,Detached,"Leasehold",No
2012-03-23,"6 Heycrofts View, Edenfield",BL0 0HG,335000,Detached,"Leasehold",No
2012-03-23,"104 Market Street, Edenfield",BL0 0JL,147000,Terraced,"Leasehold",No
2012-03-22,"19 Cemetery Road, Ramsbottom",BL0 9PU,112000,Terraced,"Leasehold",No
2012-03-21,"9 Lodge View, Ramsbottom",BL0 0SY,220000,Terraced,"Leasehold",No
2012-03-16,"2 Hamer Street, Ramsbottom",BL0 9UQ,174500,Terraced,"Freehold",No
2012-03-16,"2 Hawthorn Avenue, Ramsbottom",BL0 9UZ,200000,Semi-detached,"Leasehold",No
2012-03-15,"95 Bolton Road West, Ramsbottom",BL0 9NU,88500,Terraced,"Leasehold",No
2012-03-14,"114 Chatterton Road, Stubbins",BL0 0PQ,150000,Terraced,"Leasehold",No
2012-03-12,"7 Chiltern Close, Ramsbottom",BL0 9LH,160000,Semi-detached,"Leasehold",No
2012-03-09,"52 Dundee Lane, Ramsbottom",BL0 9HL,99995,Terraced,"Leasehold",No
2012-03-09,"3 Major Street, Ramsbottom",BL0 9JH,122000,Flat,"Leasehold",No
2012-03-08,"40 Kendal Road West, Ramsbottom",BL0 9SY,230000,Semi-detached,"Freehold",No
2012-03-08,"5 Haworth Avenue, Ramsbottom",BL0 9UX,141000,Semi-detached,"Leasehold",No
2012-02-28,"27 Cemetery Road, Ramsbottom",BL0 9PU,95000,Terraced,"Leasehold",No
2012-02-24,"361 Bolton Road West, Ramsbottom",BL0 9QZ,135000,Semi-detached,"Leasehold",No
2012-02-24,"47 Kendal Road West, Ramsbottom",BL0 9SY,245000,Detached,"Leasehold",No
2012-02-24,"59 Longsight Road, Ramsbottom",BL0 9TE,180000,Semi-detached,"Leasehold",No
2012-02-24,"9 Fernview Drive, Ramsbottom",BL0 9XB,125000,Semi-detached,"Leasehold",No
2012-02-24,"3 Beechwood Avenue, Ramsbottom",BL0 0BH,91000,Terraced,"Freehold",No
2012-02-23,"185 Rochdale Road, Edenfield",BL0 0RG,134950,Terraced,"Leasehold",No
2012-02-22,"39 Robert Street, Stubbins",BL0 0NQ,120000,Terraced,"Freehold",No
2012-02-22,"27 Hillside Road, Ramsbottom",BL0 9NJ,82000,Terraced,"Freehold",No
2012-02-17,"9 Annie Street, Ramsbottom",BL0 9PP,133000,Semi-detached,"Leasehold",No
2012-02-10,"186 Bolton Street, Ramsbottom",BL0 9JE,109950,Terraced,"Leasehold",No
2012-02-10,"11 Coulthurst Street, Ramsbottom",BL0 9ET,75000,Terraced,"Leasehold",No
2012-02-03,"18 Dale Street, Stubbins",BL0 0NF,90000,Terraced,"Leasehold",No
2012-02-03,"18 - 20 Lodge Mill Lane, Ramsbottom",BL0 0RW,163500,Terraced,"Freehold",No
2012-02-02,"18 Heath Avenue, Ramsbottom",BL0 9UN,107000,Semi-detached,"Freehold",No
2012-02-01,"286 Bolton Road West, Ramsbottom",BL0 9QF,104000,Terraced,"Leasehold",No
2012-01-31,"97 Fernview Drive, Ramsbottom",BL0 9XG,119000,Flat,"Leasehold",No
2012-01-30,"26 St Andrews Close, Ramsbottom",BL0 9LA,110000,Terraced,"Freehold",No
2012-01-30,"4 Tower Avenue, Ramsbottom",BL0 9NP,100000,Semi-detached,"Freehold",No
2012-01-27,"22 Strathmore Close, Ramsbottom",BL0 9YW,200000,Detached,"Leasehold",No
2012-01-27,"1 Earl Street, Ramsbottom",BL0 0AP,125000,Terraced,"Leasehold",No
2012-01-27,"4 Carnoustie Drive, Ramsbottom",BL0 9QL,250000,Detached,"Leasehold",No
2012-01-20,"2 Farm Cottages, Ramsbottom",BL0 0NS,148000,Terraced,"Freehold",No
2012-01-12,"26 Southfield Road, Ramsbottom",BL0 9ST,138000,Semi-detached,"Leasehold",No
2012-01-12,"13A Crow Lane, Ramsbottom",BL0 9BR,170000,Terraced,"Leasehold",No
2012-01-05,"36 Bolton Road West, Ramsbottom",BL0 9ND,77000,Terraced,"Leasehold",No
2011-12-29,"4 Est Bank Road, Ramsbottom",BL0 9RA,144000,Semi-detached,"Leasehold",No
2011-12-23,"94 Fern Street, Ramsbottom",BL0 0BB,70000,Terraced,"Freehold",No
2011-12-22,"14 Hazel Street, Ramsbottom",BL0 9PT,108000,Terraced,"Leasehold",No
2011-12-22,"77 Kay Brow, Ramsbottom",BL0 9AY,116000,Flat,"Leasehold",No
2011-12-21,"207 Bolton Road West, Ramsbottom",BL0 9PJ,435000,Detached,"Leasehold",No
2011-12-21,"36 Springwater Avenue, Ramsbottom",BL0 9RH,162500,Detached,"Leasehold",No
2011-12-16,"9 Alfred Street, Ramsbottom",BL0 9NZ,97000,Terraced,"Freehold",No
2011-12-16,"356 Bolton Road West, Ramsbottom",BL0 9QY,114950,Semi-detached,"Leasehold",No
2011-12-16,"9 Nuttall Hall Road, Ramsbottom",BL0 0AS,160000,Semi-detached,"Leasehold",No
2011-12-16,"9 Engel Close, Ramsbottom",BL0 9XU,179950,Semi-detached,"Freehold",No
2011-12-16,"6 Engel Close, Ramsbottom",BL0 9XU,190000,Terraced,"Freehold",No
2011-12-15,"66 Albert Street, Ramsbottom",BL0 9EL,135000,Terraced,"Leasehold",No
2011-12-13,"32 Heapworth Avenue, Ramsbottom",BL0 9EH,110000,Terraced,"Leasehold",No
2011-12-09,"9 Exchange Street, Edenfield",BL0 0LA,120000,Terraced,"Freehold",No
2011-12-09,"14 Oaklands Road, Edenfield",BL0 0LR,116000,Semi-detached,"Freehold",No
2011-12-09,"14 Gilbert Street, Stubbins",BL0 0PL,60000,Flat,"Leasehold",No
2011-12-09,"56 Peel Brow, Ramsbottom",BL0 0AG,97500,Terraced,"Leasehold",No
2011-12-09,"85 Fir Street, Ramsbottom",BL0 0BG,77000,Terraced,"Freehold",No
2011-12-09,"156 Nuttall Lane, Ramsbottom",BL0 9LE,170000,Semi-detached,"Leasehold",No
2011-12-06,"40 Chiltern Road, Ramsbottom",BL0 9LF,123000,Semi-detached,"Leasehold",No
2011-12-06,"37 New Century Apartments, 55 Stubbins Lane, Ramsbottom",BL0 0PP,95000,Flat,"Leasehold",No
2011-12-05,"93 Fernview Drive, Ramsbottom",BL0 9XG,164950,Semi-detached,"Leasehold",No
2011-12-02,"10 Heapworth Avenue, Ramsbottom",BL0 9EH,140000,Semi-detached,"Leasehold",No
2011-12-01,"2C Lodge View, Ramsbottom",BL0 0SY,160000,Flat,"Leasehold",No
2011-12-01,"221 Nuttall Lane, Ramsbottom",BL0 9LD,145000,Semi-detached,"Freehold",No
2011-11-30,"20 Hazel Street, Ramsbottom",BL0 9PT,104000,Terraced,"Leasehold",No
2011-11-30,"21 New Century Apartments, 55 Stubbins Lane, Ramsbottom",BL0 0PP,118000,Flat,"Leasehold",No
2011-11-25,"178B Bolton Street, Ramsbottom",BL0 9JA,89000,Terraced,"Leasehold",No
2011-11-25,"33 Stanley Street, Ramsbottom",BL0 9JG,103000,Terraced,"Freehold",No
2011-11-25,"226 Whittingham Drive, Ramsbottom",BL0 9NY,268000,Detached,"Freehold",No
2011-11-25,"27 Eliza Street, Ramsbottom",BL0 0AT,137500,Terraced,"Leasehold",No
2011-11-25,"166 Peel Brow, Ramsbottom",BL0 0AX,113000,Terraced,"Leasehold",No
2011-11-25,"12 Fir Street, Ramsbottom",BL0 0BJ,125000,Terraced,"Leasehold",No
2011-11-21,"56 Hazel Hall Lane, Ramsbottom",BL0 9UP,117000,Semi-detached,"Freehold",No
2011-11-18,"6 Avondale Drive, Ramsbottom",BL0 9SJ,220000,Detached,"Leasehold",No
2011-11-11,"158 Bolton Road West, Ramsbottom",BL0 9PD,90000,Terraced,"Freehold",No
2011-11-11,"20 Hazel Street, Ramsbottom",BL0 9PT,104000,Terraced,"Freehold",No
2011-11-11,"16 Garnett Street, Ramsbottom",BL0 9JW,76000,Terraced,"Leasehold",No
2011-11-10,"27 Major Street, Ramsbottom",BL0 9JH,98000,Terraced,"Leasehold",No
2011-11-10,"8 Coniston Close, Ramsbottom",BL0 9YE,170000,Semi-detached,"Leasehold",No
2011-11-04,"10 Scotland Place, Ramsbottom",BL0 9BD,172500,Terraced,"Freehold",No
2011-11-04,"44 Ripon Hall Avenue, Ramsbottom",BL0 9RE,274000,Detached,"Freehold",No
2011-11-03,"3 Falstone Avenue, Ramsbottom",BL0 9LX,124950,Semi-detached,"Freehold",No
